Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,25/07/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Canada,CAN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.121346226,5.445858236,3.405212917,4.650755482,4.409518317,4.735675775,1.25281683,3.315250035,3.626733255,,,,,,,,,,,,,-4.332146636,1.592134096,4.913348948,3.784695886,1.134639909,2.710104952,3.065042655,0.497585235,-1.334143954,-3.295391699,-0.287031432,1.538861018,3.356226803,1.636809401,0.562467862,3.248849308,3.037475991,4.31156937,4.202682574,0.69016125,1.903852002,0.888030154,2.129630941,2.234059429,1.602574764,1.08536734,-0.083592432,-4.028003081,1.950048334,2.141535734,0.662000651,1.253613813,1.841026124,-0.089285801,-0.135842621,1.811278917,1.335564285,0.435426336,-6.088212049,4.409275153,1.52799048
Central Europe and the Baltics,CEB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.547338458,-1.641186218,1.610230446,4.124175362,5.863395345,4.773633224,2.505014829,2.852952844,2.073525895,4.544721921,3.83450236,4.293237763,4.41447837,6.131203036,5.306090018,6.858334077,6.822549531,4.307434679,-3.316451122,1.804266945,3.759666842,1.056530327,0.878400828,3.430415276,4.266822515,3.012986592,5.364230887,5.145660686,4.081570269,-3.185602239,7.185391404,4.836206122
Switzerland,CHE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,1.047028065,-1.884376958,0.208475193,2.639204433,3.216945053,1.329945751,0.94940372,2.521346921,3.490643162,2.615466199,-2.146489921,-1.13971907,-1.031422365,0.465686404,-0.188350744,0.028540639,2.015283161,2.724284656,1.179005936,3.376157295,0.934949653,-0.826280428,-0.771333169,1.998132056,2.093586607,3.42255066,2.991822023,1.509950794,-3.51055886,2.173638164,0.68733987,0.110596604,0.628360675,1.108693594,0.494129822,0.960131673,0.421326163,2.10552472,0.423089768,-3.086282111,3.440503207,1.287236846
Channel Islands,CHI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.044054678,-0.182625837,0.038590918,-8.881055213,7.658974575,
Chile,CHL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.071444281,1.911060869,3.762882101,0.59278063,-0.956404963,9.212095091,1.787062247,1.788618806,2.164149659,0.126557134,7.62647517,-2.594407057,-6.522536138,0.770067493,-14.27731315,2.243719598,8.78354503,6.077650174,6.820629739,6.428492616,4.989543452,-12.29395306,-6.358547872,2.636150281,2.502571849,3.793755847,4.799998672,5.636639573,8.163167844,1.674318522,6.062941175,9.389369284,4.943403873,3.461190718,7.375838248,5.351007611,5.986326529,2.878669136,-1.454255617,3.772356977,2.009936512,2.086110705,3.631566469,5.616340075,4.807518067,5.01599112,4.142002319,2.755800964,-2.128300575,4.788942692,5.176036996,5.125738377,2.31640012,0.772927818,1.105758382,0.550297855,-0.213266447,2.139078184,-1.045505741,-7.413626946,10.63188122,1.862723415
China,CHN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-26.52764361,-6.351504864,7.622254461,15.46899542,14.19788901,7.608403928,-8.161497585,-6.571451614,13.77934034,16.05039929,4.159176201,1.290105971,5.327293014,0.218005667,6.816440506,-3.081321985,6.114001676,9.846156848,6.165663709,6.490112655,3.774903665,7.423410232,9.18113705,13.69001984,11.89656171,7.341433471,9.881163796,9.446171357,2.620859175,2.406558572,7.782091991,12.83320958,12.58199664,11.76638915,9.75495489,8.776429811,8.124497577,6.816064565,6.733485658,7.638597676,7.551654832,8.404879975,9.354776644,9.46155877,10.74137513,12.09330469,13.6358205,9.090280102,8.855947676,10.10283262,8.953816042,7.134523777,7.050734134,6.750760316,6.420736477,6.238215448,6.301863101,6.251700556,5.575316863,1.995558042,8.350729715,3.004296763
Cote d'Ivoire,CIV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.942563211,-2.56940358,10.13364075,13.12465676,-6.808570979,7.318297834,0.603202763,8.237696622,5.265267635,5.902525215,4.829054032,-0.314884627,1.242918752,-0.317145867,3.434750891,8.352293411,3.360875181,6.806008265,-1.390169725,-14.25441812,-0.314746166,-3.455294441,-7.357525072,-6.133069308,0.907368844,-0.199826998,-3.657666116,-2.340863327,-0.821744682,-4.812715096,-3.669211099,-3.889103818,-3.776125897,-2.737322724,3.399180944,4.010910041,5.89860299,0.821945731,-1.846652083,-2.959710899,-4.683346315,-5.142085307,-7.000661329,0.801103624,-1.268265055,0.56862426,-1.059815638,2.573868008,1.432261367,4.610518088,-7.314005486,5.430923065,8.499803033,6.868861325,4.463889962,4.442361059,4.668461261,2.186608496,3.855841941,-0.782841474,4.404815964,4.155127568
Cameroon,CMR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-0.426333512,1.031061606,1.378696761,1.148705577,-0.37442705,2.111660593,-13.08156004,3.706303548,2.247516641,0.431125075,0.754074157,-0.072150225,2.507232339,7.717469194,8.196481372,-7.990353576,10.83982628,18.7074703,3.075352556,-5.147018915,12.98292758,4.926183546,4.626884277,4.446543825,4.804112294,3.514913198,-5.158927112,-10.61360268,-4.737740839,-8.909239183,-6.64425525,-5.903355961,-10.5729314,-0.994143235,0.068585266,1.42319589,1.784214065,1.993610624,1.77836308,1.131126752,1.619678854,1.714569107,2.614132052,4.150729442,-0.527954207,1.024993586,1.466544498,-0.029081451,-0.299622051,0.006582792,0.493346681,1.721841651,2.082609838,2.558902685,2.392797417,1.454232673,0.648212634,1.121795216,0.643223201,-2.422434418,0.953583607,0.88552214
"Congo, Dem. Rep.",COD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-13.10792787,18.09045341,2.462864487,-5.015579859,-1.738650268,3.779134087,-3.82861427,1.312354768,6.200655508,-3.059785134,3.132804091,-2.487388709,5.264866523,0.399343541,-7.472426575,-7.720012191,-1.737607558,-8.216424813,-3.010985593,-0.888785668,-0.441779679,-3.143616855,-1.336258942,2.451555707,-2.533780961,1.66373454,-0.423662475,-2.618082358,-4.316132925,-9.584213389,-11.39352542,-13.15587163,-16.19859124,-8.370576957,-3.426580771,-2.891758169,-7.098396744,-3.924800034,-6.969532095,-9.570694324,-5.012042163,-0.151731065,2.514865995,3.60340242,2.879528265,2.017148351,2.897014253,2.880741558,-0.3784622,3.686160116,3.35182131,3.552018767,4.845979483,5.762181552,3.353084348,-1.088996021,0.216643089,2.413839975,1.11096628,-1.49268943,2.832379325,5.496328553
"Congo, Rep.",COG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.576731465,2.467431606,-6.570264519,1.016948771,0.830588144,-1.472928669,-0.775197775,4.538621494,4.40948947,3.214894086,4.523046277,5.318307199,4.925411931,4.594161784,4.771014129,-1.536787514,-11.12865524,3.862323992,7.294767727,14.99751559,15.02378086,20.94074581,3.672890195,4.310036611,-4.099276661,-9.592654049,-2.730765385,-1.154936717,-0.312914731,-1.805379199,-0.411797992,-0.167412667,-3.774134991,-8.150381505,1.213870332,1.539882799,-2.644850409,1.543223128,-5.14928872,3.547205816,-0.027544188,2.162661737,-1.938996116,0.019857938,3.94682346,4.007991907,-9.989537905,2.842036482,7.241581921,5.45626725,-1.056578869,6.936986163,-3.07344321,4.196087842,-5.826892598,-12.88925187,-6.641709057,-7.057420278,-2.412582309,-8.400600152,-4.439489192,-0.741697272
Colombia,COL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.876447372,2.198191741,0.168030331,3.002248835,0.561250867,2.240465617,1.267951931,3.115651973,3.398160868,3.601584295,3.484848984,5.24690757,4.348631667,3.429511205,0.111589034,2.497987075,1.896174503,6.041905204,3.007346307,1.713944287,-0.051475993,-1.332477992,-0.733852364,1.020971213,0.866699984,3.585243957,3.155210207,1.887855657,1.255343269,2.112398501,-0.056151384,2.001952161,3.328236889,3.773867157,3.229305171,0.210252816,1.601503541,-1.159549927,-5.794495365,1.271082628,0.088483852,0.942693273,2.390448042,3.839378166,3.406895648,5.339723444,5.422847619,2.084242363,0.001662279,3.323734506,5.784699766,2.837889026,4.098265909,3.513953479,1.990616494,1.002272725,-0.161953875,0.638439616,1.314952378,-8.605811527,9.753601489,6.755026326
Comoros,COM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,0.896973231,3.60397917,2.1477184,1.397813039,-0.438973572,-0.881273479,-1.132826061,-0.126728381,-5.837132199,2.279420158,-7.782366462,5.96427522,0.709913519,-7.309375609,1.408039774,-3.394109173,1.816825031,-0.862253011,-0.105394136,8.717689838,0.28098417,0.255555657,0.119030969,-0.013669964,0.837129283,0.61407525,-1.200112163,1.888357948,1.14810444,1.637270424,1.960299485,0.985839766,2.249640757,-0.067894786,-1.014068958,1.102932073,1.712361833,1.686721598,-0.126909212,-2.074861396,0.190939004,0.534046631
Cabo Verde,CPV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,6.967929231,1.348759115,7.981368575,2.390513933,7.235289324,1.557589925,2.978870259,4.64201038,4.246834423,-1.079096461,-0.815355215,8.25792798,5.988307322,16.24324545,11.51113749,8.800936887,8.629282881,10.07378035,8.894187851,12.13409838,0.540730931,3.633309701,2.688116923,8.726368147,5.557902764,6.67270905,13.8360549,5.863825574,-2.516366975,0.747349442,2.681808363,-0.117356983,-0.500286991,-0.434814396,-0.177226393,3.117628741,3.33731044,2.57258285,6.548957824,-20.07982255,5.851024937,16.67744523
Costa Rica,CRI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.757366545,1.733493622,3.217567233,0.182000952,4.675275098,3.615139501,2.464450706,5.368505039,2.592476427,4.622263507,3.988458684,5.408742674,4.98699671,2.878990481,-0.492014236,2.806341363,6.062211656,3.451805314,2.122829667,-1.962514112,-4.90196873,-9.809756109,0.048679873,5.072576129,-2.013635909,2.705520683,2.015346171,0.783298889,3.004937198,0.954542165,-0.296531513,6.488284176,4.473266466,2.009362935,1.713859604,-0.960770709,3.129747491,4.855971419,2.077614596,1.838873563,1.600982803,1.675937517,2.673776029,2.848457985,2.456798968,5.799838282,6.707755266,3.298011334,-2.203057169,4.012638874,3.116526116,3.627812474,1.319512787,2.414564009,2.573178611,3.151513388,3.143265986,1.66130831,1.535290566,-4.994101584,7.135613065,3.764005009
Caribbean small states,CSS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,8.038270404,2.731781768,1.950005806,6.871054817,4.474224562,5.768018738,2.839589636,4.350459627,4.078215699,3.05639332,0.730652009,5.870548893,-1.771878374,-4.243365184,-2.267425911,0.140402179,2.763961921,4.683378987,4.099582499,1.404543834,-0.125679705,-0.08892615,-3.448315189,-0.040458964,-0.882811232,0.448799821,1.113205707,1.526400075,3.49356877,0.322633428,0.677191928,1.364054707,2.0549446,1.883773132,1.964967869,2.540270325,3.16099086,0.366890341,4.231790513,3.028666764,1.355158804,2.888792656,4.905934425,3.271678268,2.967111657,6.13418446,2.752854352,0.628648935,-4.095101833,0.702333514,0.480863986,2.538127213,0.796335277,1.495605768,-0.34031863,-2.322522425,-1.057621369,0.30057544,0.155244611,-9.429538842,5.236322927,12.21383716
Cuba,CUB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,6.706221629,3.18522645,2.003492172,-0.251178534,8.311967465,4.477469974,7.903848176,5.966719738,0.625645944,-5.183091932,19.20886689,8.255264135,4.612094933,7.061735705,0.760750514,-0.749975746,-3.266261541,2.725496115,-0.293073337,-3.857215476,-11.41900479,-12.1540307,-15.32719887,0.28886143,2.086856191,7.48140632,2.455415373,-0.164276866,5.840205904,5.574321641,2.876228671,1.144029242,3.52243391,5.524827061,10.99578811,11.92139979,7.174032658,4.054763877,1.392178173,2.324766851,2.726846251,2.9185284,2.636075249,0.954420824,4.365679262,0.494991593,1.859409284,2.322141399,-0.062973104,-10.8222658,1.652817152,
Curacao,CUW,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.007946013,0.274293371,-1.758681697,-1.505340183,-1.858439975,-0.940961791,0.466173824,0.910342295,-1.176896518,-1.176268627,-0.806885914,-0.891840181,-1.929813587,-2.523881644,-1.023790833,-1.918514744,-2.045725489,-1.651731191,-2.20875753,-17.12567166,5.995959808,
Cayman Islands,CYM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108079057,-3.234237153,-9.809708401,-5.36390739,-1.416133926,-1.205742325,-1.072927618,0.332870949,0.550605615,1.011164289,1.032114391,2.173371227,1.951524945,-6.767414346,2.769071005,
Cyprus,CYP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,21.24487633,16.34797617,7.37834654,9.054351798,4.610639066,0.828823792,4.774511387,4.715041189,7.357757081,3.615238629,2.521408313,5.907272645,7.500782046,6.419511569,5.139971416,-1.834741576,6.527831932,-1.702624997,3.732198767,6.415538258,-0.352381792,1.196222263,4.817748898,3.829598372,4.844155984,2.838129284,2.541064553,1.38361898,3.63080498,3.353772518,2.981296273,2.884110626,1.076560783,-4.610651165,-0.35676942,-2.112935753,-4.907387691,-6.370077361,-0.688984538,4.009426772,6.085872068,4.754519504,4.366951173,4.107459811,-5.450317794,5.649950249,
Czechia,CZE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.40250599,-0.608213656,-0.042053082,2.872143487,6.566133528,4.386832731,-0.411069078,-0.262114936,1.487792085,4.293071465,3.430857546,1.76597432,3.613338965,4.782365794,6.454261737,6.478203603,4.956085333,1.838240193,-5.198981919,2.136880484,1.55018979,-0.92373445,-0.079052895,2.154500479,5.181402654,2.340552261,4.889722042,2.875468527,2.624956267,-5.732526894,5.446064899,2.263309069
Germany,DEU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,2.943650177,3.802476016,4.448017199,0.850760324,-0.496434235,5.400212111,3.581437112,3.098181629,4.104331342,1.198693908,0.376242533,-0.300057816,1.839034184,3.178987194,2.556883607,2.240534998,1.246499686,3.302863722,3.09618,4.351639054,4.345220055,1.151046332,-1.625684284,2.03735421,1.246141876,0.514437285,1.643334273,1.998485321,1.821428031,2.773221251,1.510558261,-0.365628327,-0.755077167,1.197055352,0.788917116,3.933610331,3.114245883,1.152029742,-5.454577169,4.339606777,5.869635737,0.230160993,0.163870563,1.784341886,0.617105353,1.408102075,2.297206047,0.678212594,0.828957962,-3.775429714,2.583557475,0.715380074
Djibouti,DJI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.185262601,5.69115555,5.34352223,3.737482068,3.09308758,3.894529187,-0.298338539,3.340079978,1.594747375
Dominica,DMA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,10.0233143,-18.68464564,13.05691315,10.89923377,4.566411653,3.062933675,4.678985066,1.902567907,7.646198578,6.918610395,8.446090633,0.410783329,6.167490394,1.846141363,2.072233263,2.077226091,-0.007441692,3.02639601,3.156375977,2.311360947,3.989488588,0.704671154,2.867298553,0.219160831,-2.98316206,6.073432194,2.852325155,0.509291715,4.555925723,6.301941569,7.110156189,-1.176774443,0.719489528,-0.204681673,-1.268694036,-0.900680193,3.920238121,-3.615168468,2.663927282,-7.054046687,2.933518572,4.608870253,-17.26169347,6.276019363,5.465577001
Denmark,DNK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.638743553,4.847446966,-0.152610055,8.400119265,3.743684868,1.919198017,4.70161895,4.912387623,5.921884888,0.836281146,2.291699419,3.336615093,3.465614309,-1.581692398,-1.74030563,5.658698172,1.553514127,1.909290198,3.614290364,-0.603929078,-0.63790415,3.760789428,2.666544948,4.220711027,3.96161087,4.763986084,0.127360299,-0.062176179,0.584830839,1.310525163,1.130840198,1.620420852,-0.32195993,4.977347179,2.492248169,2.319405698,2.832664465,1.847613945,2.60794426,3.400684546,0.462534295,0.145880727,0.117358167,2.403233997,2.055110516,3.572063464,0.462731494,-1.094842128,-5.414013999,1.419486631,0.920393685,-0.149916088,0.513424428,1.105433466,1.622166258,2.443368874,2.162355113,1.485085157,1.130657494,-2.280015264,4.402231182,3.00465121
Dominican Republic,DOM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-5.477191878,13.29934411,3.144945525,3.449654403,-15.115017,10.09458119,0.263965138,-2.650666123,7.781535863,14.97992506,7.883376774,7.474495133,9.954627015,3.289376239,2.559102705,4.101057863,2.442766529,-0.282410044,2.108111057,5.531366464,1.9862662,-0.494795613,2.377272448,-0.92123301,-4.191996299,1.365623601,7.840312135,0.041052152,2.219415463,-7.429983278,-1.127861594,8.990656048,5.25672562,0.636265971,3.727180735,4.092189488,7.044764457,5.013024874,4.312189114,3.075842277,0.943739475,2.997365375,-2.725462464,1.171908499,7.975831368,7.770307349,6.067420944,1.90090508,-0.362882608,6.924484313,1.800671362,1.415388695,3.572464785,5.748381463,5.655742243,5.425601523,3.490477238,5.807049827,3.928931727,-7.719058679,11.07827632,3.822256103
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-15.12721831,-20.91007361,32.16830238,4.017519511,4.472787559,-6.556911495,7.045086751,8.327991708,6.021717666,6.456719172,-13.30711752,24.51649026,1.37890965,4.890590917,1.230300648,3.290609978,1.365794326,6.127467782,4.316636922,-2.288056635,-0.257337989,2.948729067,1.924323822,2.088381385,0.235780268,-2.889171318,-3.662009693,-3.682624437,1.688278984,-1.68292795,-3.528167862,-0.538303713,-4.268935462,-2.966914207,1.828036977,2.280472012,-0.585445319,3.524321957,1.766866717,2.354580269,1.592496615,4.185160104,5.758041705,2.842493639,4.465245065,0.244873738,1.730369331,0.664881576,-0.208351661,1.6921701,0.964977575,1.410226663,0.797967812,1.765941231,1.646657259,1.163147577,-0.663171193,-0.707950481,-0.840856658,-6.729941651,1.700063767,1.434776765
East Asia & Pacific (excluding high income),EAP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-13.42570844,-1.955441186,3.729442618,8.237881762,8.007570632,5.191556901,-3.920494853,-0.921751739,8.464089189,10.40239652,3.945666869,2.357664817,5.776794323,1.635487181,4.832192227,1.082608535,5.861468586,7.519964489,5.412653531,5.916257905,3.96952448,4.648320428,5.948659189,8.232093385,6.197105629,5.369581897,7.266162613,7.855982427,3.971253251,3.484155262,6.36903597,9.595929347,9.780992057,9.461115059,8.472350572,7.712022255,6.040955866,1.706731791,5.245157356,6.570048227,5.987657799,7.103858703,8.021662632,8.234379879,9.094965267,10.21181219,11.63678059,7.810201854,7.196408013,9.133581131,7.82534944,6.66229358,6.40294443,6.133143151,5.882685329,5.790707529,5.897899062,5.83347317,5.186929935,0.821893842,7.181426508,3.144859744
Early-demographic dividend,EAR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.812989562,0.858330296,2.091068828,5.350147647,2.894974045,1.554033395,2.898120903,3.899880002,3.918438079,5.998705472,3.475099807,4.399008311,4.772768422,4.136917638,-0.016829073,4.650242171,1.635902352,-1.149110793,1.530176713,0.907942341,1.385011567,-2.680723064,-2.225979984,-0.274390465,-1.725552175,0.378009446,0.344333226,1.13905062,-0.106307111,2.903266375,2.211449039,1.76974963,1.43954384,1.369408026,0.38988059,3.74710436,2.674208813,0.362315301,0.180691313,2.471743701,-0.802480002,0.03515236,3.648135778,4.459671692,4.180944059,4.27954213,4.095686194,1.910077044,-0.703134758,4.924071119,3.393788279,2.725716996,2.673152674,2.734181037,3.051720105,3.127181679,3.210170553,2.504158315,1.126593089,-5.267995818,5.749547644,4.406135233
East Asia & Pacific,EAS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.590745394,4.058526533,5.242738686,8.026849173,4.536135123,5.946836437,5.143328348,6.884776459,8.690478036,2.725883662,2.590036787,4.722603069,5.290322293,-1.192948204,1.817340556,2.537812927,3.80206312,4.178740561,4.295382279,2.260785662,3.107622164,2.474917425,2.775782782,4.588735798,4.128819437,3.30518676,4.552526446,5.885091794,3.53128152,3.504757959,3.354589012,2.850946673,2.87284692,3.922714354,4.398526607,4.37514,2.864942309,-0.647296579,2.694383696,4.405136637,2.383868829,3.505288837,4.117503675,5.065753702,5.112162275,5.666587703,6.686520559,3.632131032,1.847200949,6.877720282,4.717544577,4.346470641,4.428264069,3.978549781,3.972383016,3.935786611,4.311130677,4.122260623,3.410616692,-0.544835458,5.822731448,2.631936826
Europe & Central Asia (excluding high income),ECA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.117056348,-5.571171323,-11.12501234,-6.250897224,-11.36953204,-2.005400995,-0.316361043,2.687723856,-1.646545059,2.368396479,8.394346325,2.623589059,5.46901621,6.864072092,8.154795077,7.201436364,7.981683169,7.509171622,3.820419804,-6.169592559,5.06198558,5.687857927,3.379565901,3.352283516,1.317654347,0.176975829,0.901085714,3.360082629,2.750244845,1.854996806,-1.506960302,7.237998435,1.77835658
Europe & Central Asia,ECS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,2.906773443,3.883448777,5.191731093,1.397810041,-1.247630192,3.955815863,2.14224423,2.530145928,3.067946617,0.648676317,-0.178507357,0.347953872,1.386294205,2.033217148,2.182454091,2.117435242,2.434902177,3.585766458,2.935800812,1.819804239,-0.081022061,-0.921454077,-1.071939019,0.978152825,1.94563435,1.493440387,2.841886272,2.452901821,2.754588941,4.213669126,2.064802415,1.397802213,1.530791533,2.874160093,2.350886641,3.509632145,3.273010436,0.6155813,-4.819263466,2.296189146,2.094892654,-0.038173025,0.370449301,1.410451367,1.572761288,1.462773728,2.482585808,1.849445357,1.534042305,-5.796270598,5.938008318,3.443999978
Ecuador,ECU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.174143397,1.93880105,-0.812394264,4.320745591,0.293943453,-3.212142506,1.613131581,-1.015720602,1.678163223,3.838721505,3.301307389,2.081255768,10.78311285,8.140232791,7.932071959,4.477679287,-1.133562391,2.882761054,0.987374212,0.989018809,2.872122062,-1.967306033,-2.866622061,0.042222226,1.336915855,0.894161128,-2.712082626,3.33701891,-1.372385231,1.302164164,1.98381762,-0.018341778,-0.029153402,2.284532016,0.359639648,-0.113109062,2.477499617,1.473244066,-6.369163606,-0.625240913,2.242180682,2.304133694,0.942184171,6.344882336,3.491195493,2.621996709,0.44929932,4.559943578,-1.111364474,1.820647693,6.111532316,3.962519179,3.350546243,2.260424369,-1.371519259,-2.690499476,0.790527393,-0.608002129,-1.879688207,-9.07131767,3.010378163,1.785208105
"Egypt, Arab Rep.",EGY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.457534309,1.187452037,7.64265844,8.608309337,2.218478736,2.405839965,-1.668433354,-3.966166635,2.828919509,3.212115758,1.79222406,0.857889533,1.303987639,-0.608767804,6.564548325,10.78414523,6.509333735,6.017912959,1.958494542,7.204758135,4.596634397,7.071597341,2.286887795,6.763431392,2.91730673,1.91639576,1.048347601,2.631211185,2.160028643,2.991332082,-1.2838981,2.07284,0.565475835,1.664929343,2.373936757,2.749671003,3.242900732,3.335403438,3.835706513,4.188865984,1.427875027,0.271350021,1.061259566,1.998606848,2.420125629,4.784127565,5.018084821,5.078168372,2.645918664,3.036697185,-0.457409359,-0.05978776,-0.153662238,0.53182407,2.095538306,2.192208627,2.128743381,3.349815022,3.675370831,1.770968731,1.591816288,4.928456185
Euro area,EMU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,3.187670415,4.177623051,5.480139747,2.638867983,-1.267227897,4.572140989,2.671755696,2.692895752,3.432467162,1.701206153,0.122013441,0.423993143,1.185271319,2.214619722,2.12517817,2.259870284,2.258388872,3.965604508,3.663198131,3.136520766,2.142566649,0.950168058,-1.066131955,2.162651253,2.156952459,1.427321356,2.462935914,2.819184556,2.69946673,3.524962305,1.803607906,0.448592133,0.137470804,1.732878218,1.157750287,2.75024869,2.468700943,-0.072787996,-4.830699476,1.939339079,1.935361827,-1.060329408,-0.558569836,1.055661823,1.740654819,1.566436443,2.396276638,1.539627865,1.469013678,-6.258519312,5.339241835,3.044508017
Eritrea,ERI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00397056,17.59628266,-2.611583785,4.102364069,6.614285729,0.405890028,-1.417832241,-4.615491589,5.705289623,-0.451653406,-6.5430732,-2.577856846,0.089826485,-2.632089695,-0.170229234,-12.17251481,1.245507906,0.12159164,6.652182535,,,,,,,,,,,
Spain,ESP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,10.80448686,8.94647029,8.639492989,4.267245417,5.105632144,6.153434725,3.064126596,5.212172291,7.839083051,3.137322794,3.395927073,6.962193061,6.604025781,4.471068268,-0.539096649,2.217772583,1.7856571,0.490728187,-0.836528083,1.391315418,-0.839887352,0.640408996,1.275514608,1.362897148,1.951329271,2.945279405,5.273762859,4.871692072,4.662815197,3.675767951,2.285324777,0.43611499,-1.543358244,1.896906895,2.304957068,2.233853417,3.268766786,3.961965254,4.067886268,4.776400785,3.214134567,1.289977181,1.13629399,1.358648611,1.915746393,2.357772472,1.704571588,-0.709644824,-4.611747923,-0.297178904,-1.166203907,-3.021906537,-1.079741265,1.699352659,3.919117265,2.950815909,2.734475155,1.837460464,1.254631755,-11.75755913,5.408112942,5.01039069
Estonia,EST,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.502784471,14.34721002,5.346900129,-0.717824476,9.556418469,6.681033541,7.449840428,8.277712285,7.444416375,10.15499479,10.41473423,8.071025334,-4.877286528,-14.46432838,2.678164039,7.589211665,3.59836216,1.820154161,3.281874814,1.786274694,3.125538305,5.664039082,3.423619058,3.354972439,-0.747277944,7.899032598,-2.303041826
